form	sentence_1	sentence_2	label
oppasser	officerernes oppasser i regeringen veg som sædvanlig tilbage fra at foretage sig noget, der kunne genere folk med mange stjerner på skulderen	Han hyrede tre kvinder, fordelte 12,8 kg kokain i deres kufferter, og rejste med flyet fra Sydamerika til Frankfurt som oppasser	0
oppasser	min oppasser .. stiller vand frem til barbering og lægger den uniform, jeg skal have på, frem sammen med mine nypudsede støvler	Træneren og kusken skal altså også lytte, når den daglige oppasser og ejerne taler om deres hest	0
opposition	Uroen på arbejdsmarkedet og den galoperende inflation gjorde ham til en let skydeskive for oppositionen	Thatcher gentog sin velkendte opposition mod planerne om en Forenet europæisk stat	0
oprette	Nogle af de nye arbejdspladser er oprettet med kommunalt tilskud til den ledige	Ernst Trier oprettede Vallekilde Højskole i 1865 og ledede den til sin død i 1893	1
oprindelig	jeg søger .. den mest ægte, mest oprindelige og omfattende kærlighed, vi nogen sinde har oplevet, nemlig moderkærligheden	De sagkyndige er enige om, at spidshundetypen er det tætteste, man kan komme den oprindelige hundetype	0
oprør	Frihedskæmperne under Anden Verdenskrig gjorde oprør mod en besættelsesmagt	Studenternes og de yngre læreres oprør mod professorvældet i slutningen af 1960-erne var både berettiget og vellykket	0
oprør	hele hans indre var i vildt oprør	Danske allergikere er i oprør over en undersøgelse, der viser, at mange mennesker fejlagtigt sætter deres sygdom i forbindelse med visse fødevarer	0
opsamle	Det hører ungdommen til at opsamle alle de erfaringer, man kan	Det er strengt forbudt at lade sig opsamle af egen tjenestevogn	0
opsamling	Mange sakse har magnetiseret spids, for at man kan anvende dem til opsamling af nåle og lignende	de har kaldt deres opsamling for The First 20 hits	0
opsats	I Architekten fra den 14. januar 1911 er der en lille opsats om J.F. Willumsens hus	Deres lille hjem i Dørslagstræde fik hun fyldt med hylder og etagerer, nips og opsatser og .. møbler med klunker og antimakassar	0
opsige	Ønsker du at flytte, skal du opsige værelset med en måneds varsel	I løbet af året har virksomheden opsagt 40 ud af 200 medarbejdere	0
opsigelse	Jeg har fået meget fine forhold, hvor jeg har tre måneders opsigelse	På alle pensionsopsparingskonti, Børne-, Uddannelses- og Boligopsparingskonti .. samt på indlån med 3 måneders opsigelse, forhøjes renten med 1/2 % p.a.	0
opsigelse	jeg afleverer min opsigelse i dag, skrevet på min egen maskine	ejendommen vil ikke blive fraflyttet, da opsigelsen ikke er gyldig i henhold til Lejelovens § 83	0
opsigelse	Jeg bad om at få min opsigelse, fordi jeg ikke kan lægge navn til en TV-station næsten uden medarbejdere	Vi har ikke modtaget en opsigelse af lejemålet	0
opskrift	Hvis nogen har opskriften på, hvordan man får et godt ægteskab, så må to af dem være Nynne og Helge Hultberg	Gitte elsker at bage, og når en ny opskrift skal afprøves, er klassen forsøgskaniner	0
opslag	Der har lige været et opslag i Folkeskolen om en stilling i Løgstør	Kirkens koncerter annonceres i kirkeblad, lokalpresse, dagbladenes ugentlige koncertkalendere samt ved opslag	0
opslag	Hvis der er en pointe i, at der er hele to opslag på både allegori og epifani, fremgår det ikke	Engel snurrede rundt en gang til og tog fat i opslagene på hans vindjakke	0
opsluge	Før de blev opslugt af tågen, fik Kira et glimt af Makla, der ubevægelig og mørk stod inde på stranden	Hvis Jorden oprindelig lå stille i forhold til Solen, ville den bevæge sig ind mod Solen med større og større fart og til sidst blive opslugt af den	0
opsparing	En konstant opsparing skaber et tilsvarende konstant grundlag for de løbende nødvendige investeringer i de valutaskabende erhverv	De fleste studerende prøver i det første år at klare sig for stipendier fra SU, statslån samt opsparing fra sommerferiearbejde	0
opstander	Idet jeg brugte slædens opstandere som to af teltstængerne, forsøgte jeg at rejse teltet	Klinsmann .. havde brændt fem store chancer, bl.a. med et skud på opstanderen	0
opstilling	Masser af slovenere havde taget opstilling uden for parlamentsbygningen	projektet er værd at kæmpe for. Jeg har brug for en opstilling over anvendelige sponsorer og andre støttemuligheder	0
opstød	hun er altid god for et moralsk opstød når en stakkels klassekammerat kommer uden for takt og tone	Naturcid virker mavesyreneutraliserende ved halsbrand, sure opstød samt lettere mavesmerter	0
opsøge	sundhedsvæsenet skal aktivt opsøge eventuelle smittekilder	I ti år opfordrede Sophia mig jævnligt til at opsøge min hustru i Danmark, og en dag fulgte jeg pludselig opfordringen	0
opsøgende	Vores salgspolitik har hidtil været opsøgende -- vi har vurderet butikkerne og forsøgt at vælge steder, hvor vores tøj passede ind	jeg har egentlig været det, der hedder opsøgende bibliotekar i 10 år og har valgt at blive børnebibliotekar for at prøve noget nyt	0
optage	Bliver du optaget på en uddannelse, du egentlig slet ikke ønsker, spilder du tiden	For at få sommerteatret til at løbe rundt, har hun optaget et personligt lån i sit hus på 150.000 kr.	0
optegnelse	Museumsinspektør Else Asmussen har skrevet ned, hvor tingene er fundet, og de optegnelser vil så kunne bruges, hvis der senere skal graves i området	Alsingergildet .. blev stiftet i 1946 til optegnelse af ordforrådet i de forskellige dialekter på Als	0
optik	hans største arbejder de følgende år lå inden for optikken og mekanikken	Skarpe billeder skabes først og fremmest af et kvalitetsobjektiv! Selv det bedste kamera er aldrig bedre end optikken	0
optrykke	Kontanthjælpshåndbogen indeholder et fyldigt stikordsregister, og hele bistandsloven er optrykt bagest i bogen	Vi vil stemme for det mindretal som i betænkningen er optrykt på side 4	0
optræde	Venstres amtsrådsgruppe har optrådt uheldigt i sagen	Han ligner og optræder som en rigtig gentleman	1
opvasker	De rummeligste fuldautomatiske opvaskere tager en otte-ti personers opvask	Marianne arbejder som opvasker på en kro i Sønderjylland	0
opvokse	Hvis man er opvokset med altid at skulle være sød og rar, er det temmelig svært at ville som voksen	Rummelig villa med bl.a. nyt HTH-køkken .. Helt lukket og godt opvokset have	0
orakel	Apollons præstinde kunne se ud i fremtiden, skue også de kommende ting, og derfor blev hans tempel i Delfi også det vigtigste orakel i antikken	De svar som oraklet Svend Bergstein forleden gav de børn, der ringede ind, var til at ryste på hovedet ad	0
orakelsvar	Det var ham : Amon, den ægyptiske Zeus der ved sit orakelsvar bekræftede Alexanders identitet som gudens søn	JGC havde .. fundet et orakelsvar på skolevæsenets budgetproblemer: taxameterprincippet, hvor skolerne får et fast tilskud pr. elev	0
oral	det arkaiske græske samfund var oralt på en måde, det er svært at finde paralleller til i vore dage	I den orale fase (0-ca. 1 år) stræber barnet efter at få en sensuel tilfredsstillelse, hvor dets sociale reaktioner hovedsagelig udtrykkes gennem munden	0
orange	solen bryder horisonten og farver de fjerneste skyer røde og orange	Desserten er Toms forslag og livret -- chokolademousse med Grand Marnier. Blandingen af chokolade og orange er bare skøn, gisper Tom	0
ord	Og så må du hjælpe hende -- det er din pligt. Giv mig dit ord på det, Friedrich!	Alle ord kan inddeles i forskellige grupper med fælles træk. Disse grupper kaldes ordklasser	0
ord	ud fra den i Danmark gældende grundlovs ord og ånd, må dette betegnes som et camoufleret statskup	Stella er det latinske ord for stjerne	0
orden	Jeg elskede orden, og gik bestandig omkring og anbragte ting og sager dér, hvor de, efter visse ordensregler, hørte hjemme	Desuden er råkost med til at rense kroppen for affaldsstoffer og holde mave-tarmfunktionen i orden	1
orden	det lykkes for de få, at bilde de mange ind, at sådan er nu engang verdens orden: de få må eje og styre, lede og fordele, de mange har ikke forstand til det	I den zoologiske systematik medregnes såvel de landlevende rovdyr som sælerne til ordenen Carnivora	0
ordforråd	ordforråd registrerer nationens kulturhistorie, kontakten med andre kulturer, udviklingen af nye begreber	Man burde lære de små børn bevidsthed om de ord, de bruger. Og samtidig gøre alt for at udvide deres ordforråd	0
ordfører	Efter et indviklet system med små sedler, som retsbetjenten uddelte, valgte nævningene en ordfører	De konservatives udenrigspolitiske ordfører .. opfordrer til ikke at overdramatisere situationen	0
ordinær	Holdet var uden strategen Glenn Hoddle og savnede også sin ordinære målmand Ray Clemence	Efter dette orgie i bizar tegneseriehumor er resten af albummet mere ordinært	0
ordne	Steffen var taget ind til den nærmeste store by for at ordne nogle ærinder	At analysere en tekst (eller et billede) betyder, at man opløser dens bestanddele, hvorefter de ordnes efter et bestemt princip	0
organ	Jeg har i mange år været i besiddelse af det kraftige organ, der kan synge et lokale op	Langt fra at være et organ for en eller anden ideologisk retning ønsker Hætsjj .. at være talerør for den aktive undergrundsbevægelse	0
organ	Tetanus-bakteriens supergiftige affaldsstoffer kan på få timer lamme både lungerne og andre livsnødvendige organer	Ministerrådet bestående af et regeringsmedlem fra hvert medlemsland er EFs højeste og besluttende organ	0
organisation	Der forestår en ret omfattende reorganisering af dagbladets organisation og forretningsgang hen mod en mere driftsøkonomisk og markedsorienteret strategi	jeg synes, det er et spændende arbejde med det administrative, og det er fordi organisation og administration måske nok er min styrke	0
organisering	organiseringen af denne håndbog er fjollet, fordi man søger indekset bag i bogen. Så sidder det 20 sider længere fremme	en rationel organisering af arbejde og samfund er den menneskelige frigørelses grundbetingelse	0
organisk	Jazzen, som organisk rytmeudfoldelse i form af kropsbevægelser, ligger naturligt for børn	organiske affaldsstoffer i spildevandet er et af de største forureningsproblemer i vor tid	0
orgie	Så foldede vi os da ud i et orgie af remoulade, pølser, brød, pommes frites og basser	20.000 mennesker døde i det efterfølgende orgie af myrderier og plyndringer	0
orientering	For tiden er klassen ved at lære om jægerstenalderen i faget orientering	Schlüter har udsat orienteringen af Markedsudvalget til efter valget	0
original	Hvad skal man med malerier af naturen på væggene, når vi bare kan stikke hovedet uden for døren og skue originalen i al dens pragt	Han er .. meget gammel, pensioneret og en værre original, der går rundt og snakker med sig selv	0
orm	En typisk orm får et computersystem til at bryde sammen (crashe) ved simpelt hen at fylde hukommelsen op med sig selv	En virus er et destruktivt program, som kan flytte sig selv fra fil til fil .. En orm er derimod et destruktivt program, som kan flytte sig fra computer til computer i et netværk	1
orm	skibet .. var nu så hårdt angrebet af orm, at Holst tvivlede på, at det ville være i stand til at sejle dem hjem	Ligbrændingen er et forsøg på at undslippe dødens barske realitet: At liget i jorden bliver ædt af orme	0
orm	Hold så kæft, din lille orm!	hvis der er masser af orm i jorden, betyder det, at der er masser af liv i det hele taget. Og så er jorden god	0
orm	Jeg har min fiskestang med, jeg sætter orm på krogen, og jeg kaster snøren ud	han ventede, at ormen ville angribe ham, derfor holdt han spyddet op for at beskytte sig	0
ornament	palæernes facader er smykket med søjler og buer og udskårne ornamenter	Rytmen er fint varieret og klangene danner ofte elegante ornamenter	0
ose	Jeg gik ned ad hovedgaden, en tankvogn fra syre-fabrikken osede af sted	krydset er et levende helvede af dyttende hvinende, bremsende, larmende, osende biler	0
osteklokke	det er væsentligt, at vi kommer ud af vores osteklokke og lytter til, hvad man har af erfaringer andre steder	En gammeldags osteklokke tager plads, men den er god for osten, så længe man husker at holde den ren	0
otteårig	Latinskolen skulle .. i et otteårigt forløb (normalalder 10-18 år) forberede til universitetet	Allerede som otteårig optrådte jeg offentligt ved en koncert	0
output	Når det gælder .. vore fabrikker har vi i generationer udelukkende været interesseret i det fysiske input og det økonomiske output	Lorenz input i computeren var en bestemt vejrsituation, og outputtet var vejrets udvikling	0
outsider	Elsa Gress var outsider fra hun som 16-årig i Ordrup Gymnasium skrev til det venstreorienterede Vi Gymnasiaster	For mange var det et chok, at outsideren Stanislaw Tyminski erobrede andenpladsen i det polske præsidentvalgs første runde	0
oval	Portrættet i ovalen viser kongen med et karakteristisk lyst tørklæde	en stor olivenplantage med spredte, luftige træer, fulde af små, ovale, lilla frugter	0
overarbejde	han spørger om jeg kan overarbejde	De fik altid pizzaer .. når hun havde overarbejde i banken	0
overbetaling	Vi ser gerne, at aktionærerne får en rimelig betaling for deres aktier, ikke nødvendigvis overbetaling. Tingene skal foregå ordentligt og sobert	Allerede nu har vi så få lærere i fysik, kemi og matematik, at de må tage ekstra undervisning. Og det koster selvsagt overbetaling	0
overbevisning	Det er vores klare overbevisning, at de mennesker, der er bedst til at varetage børnenes interesser, det er og bliver forældrene	Michael er god nok! sagde Benne solidarisk, men uden overbevisning	0
overbygning	For Marx består der et dialektisk forhold -- et vekselvirkningsforhold -- mellem samfundets basis og overbygning	Grave med udækkede, huslignende overbygninger kendes fra flere afsnit af oldtiden	0
overdel	bilen havde en spids køler og et karosseri af form som et badekar, i hvert fald når overdelen var taget af	Jeg forsøgte at trække en hvid overdel med tynde stropper over hovedet, men måtte opgive	0
overdommer	Når KGB stadig tiltager sig retten til at være politisk overdommer .. befinder USSR sig sandelig på herrens mark	Dommerpanelet bliver sammensat af de ældste deltagere i konkurrencen plus en overdommer, der kan ændre pointvurderingen	0
overdådig	Hotel Britannia var mere overdådigt og fantasifuldt udstyret end noget palads i 1001 Nats Eventyr	I et storslået modeshow viste fire overdådige piger sexet undertøj til store piger	0
overfald	Med den store forskel der er på rige og fattige i Kenya hører indbrud og overfald desværre til dagens orden	Sy knaphuller i de øverste belægninger og i linningens overfald : på et par bukser	0
overfodre	I en tid med skarp konkurrence mellem tv-stationerne bliver vi overfodret med mere eller mindre gode amerikanske film og serier	Mange tror, at de er gode ved hunden, hvis de overfodrer den	0
overgang	Loven skulle fremme overgangen fra individuel til kollektiv varmeforsyning	en skakternet bort markerer overgangen mellem gulv og væg	0
overgang	Der er nogle syge mennesker, der er nødt til at få nervepiller en overgang, indtil deres situation er blevet bedre	En overgang dyrkede han bowling	1
overgangsperiode	efter en overgangsperiode på tre år skal hele vor eksport faktureres med den momssats, som da er gældende her i landet	Puberteten er en stormfuld overgangsperiode, hvor der sker store biologiske, følelsesmæssige og sociale ændringer hos den unge	0
overgive sig	den 4. maj om aftenen kom meddelelsen fra London gennem radioen at nu havde tyskerne overgivet sig	selv de største skeptikere måtte overgive sig til de meget amerikanske TOTO, der fik 50.000 mennesker til at synge Hold the line om og om igen	0
overgå	Biografens lærred overgår altid selv den største TV-skærm	Novo er verdens næststørste insulinproducent, kun overgået af det amerikanske firma Eli Lilly	1
overhalingsbane	vi får en bøde på 40 mark for at have kørt for længe i overhalingsbanen	De sidste år af sit liv har hun levet i overhalingsbanen, købt kjoler og smykker for formuer, og festet alt det, hun kunne	0
overhead	Jeg hentede overhead hos naboklassen, vi har kun en på hver gang	I prisberegningen er alle direkte omkostninger medtaget. Der er derudover indregnet 2500 kr. til overhead, hvilket dækker udgifter til el, vand, varme, rengøring m.v.	0
overhund	det betragtelige russiske mindretal : i Letland der efter Sovjetstatens opløsning har skullet lære lektien: At være underhund i stedet for overhund	Når man anskaffer en hund, der skal passe på én, får hunden hurtigt en idé om, at den skal være overhund	0
overhøre	Jeg valgte altid at overhøre hendes ubehagelige fremmedhad	han var så koncentreret om at følge med i samtalen, at han helt overhørte sit hjertes urolige hamren	0
overlegenhed	der blev såmænd spillet udmærket, med instrumental overlegenhed og energi	man mente, at det var USAs overlegenhed som atommagt, der fik Sovjet til at lade være med at starte en krig	0
overlevere	der er kastet vrag på alt for mange velafprøvede overleverede værdier. Så har vi lov til at sige: Tøv nu lidt!	Folkekirkens Nødhjælp .. frygter, medicinen kan komme i forkerte hænder, hvis den overleveres til organisationen Røde Halvmåne	0
overlevering	Ulven har -- fortjent eller ufortjent -- fået et meget dårligt rygte, ikke mindst i den folkelige overlevering	Premierminister Benjamin Netanyahu sagde i går, at Israels overlevering af Vestbredden er sat i venteposition	0
overligger	det er ingen skam at rive overliggeren ned, hvis det sker under et rekordforsøg	hele jorddækket over jættestuen er borte, så man ser overliggeren balancere på sine seks bæresten	0
overlærer	Rundt om lød indestængt fnisen, men et blik fra overlæreren ud over klassen, fik alle til at stå musestille	Så, nu har du været her i 14 år. Du er blevet overlærer. Har fået del i de gode ben, og lærerarbejdet flyder ens og forudsigeligt afsted	0
overlæsse	En overlæsset bil har stærkt nedsat aktiv sikkerhed, styreegenskaberne kan ændres dramatisk, uden at man opdager det	juletræet er overlæsset med gammeldags julepynt -- dannebrogsflag, stjernekastere, hjerter og kræmmerhuse	0
overmale	Kalkmalerierne var blevet overmalet, og kirkens indre havde ændret sig	grønjakker .. overmaler mure og bænke med slagord	0
overpris	Frimærket med Frelsens Hær udkommer i værdien 3,20 kr. med en overpris på 0,50 kr. til støtte for hærens arbejde	Typisk sker svindelen ved, at f.eks. et ministerium betaler overpris for sine indkøb, hvorefter virksomheden og de ansvarlige embedsmænd deler i porten	0
overraskelse	det vil ikke undre, hvis turneringen byder på overraskelser, og forhåbentlig kan danskerne sørge for de mest velkomne	den forbavselse, hans fine eksamen vakte, var intet imod overraskelsen over, at han valgte at blive læge	0
oversidder	kampen .. havde målmand Susanne Munk Lauritsen samt Astrid Friis Larsen, Kirsten Boel og Anette Hoffmann som oversiddere	Der kom en ny pige i klassen, en oversidder fra en anden del af byen	0
overskrift	Bihensigternes tyranni. Det kunne være overskriften over Socialdemokratiets skolesyn	Under overskriften Kloakken duer ikke skrev jeg den 17. juli i BMA om Ballerups elendige kloaksystem	0
overskud	Danmark har overskud af naturgas og eksporterer til Tyskland og Sverige	træet er købt billigt hos en snedker, der havde fået det i overskud	1
overskuelig	Daginstitutionerne skal være små og overskuelige, og der skal ansættes mere personale til at give børnene tryghed	Varer som ikke forventes på lager, inden for en overskuelig tid, meddeler vi udsolgt på leveringsnotaen	0
overskygge	lykken i familiens hjem .. er blevet overskygget af personlige problemer	De resterende vandhuller er næsten alle groet til og overskygget af træer	0
overtro	Det er noget af en overtro, at ost er dyrt	Reformationen i 1536 betød et brud med helgendyrkelse nord for Alperne, Luther betegnede den slags som overtro og afgudsdyrkelse	0
overtrække	Kagen kan overtrækkes let med en glasur af flormelis	Øjnene er overtrukket af en grå hinde, livløse og prikket af støvkorn	0
overvinde	vi kom i slagsmål sammen, men jeg overvandt ham	Jeg overvandt min skepsis og kom på min første charterrejse	0
overvægt	Tyskland i 1945 og årene derefter var et samfund med stor overvægt af kvinder, børn og gamle mænd	fliser er forbandet tunge at tage med sig hjem i et fly, hvor overvægt koster dyre penge	0
ovn	De rødglødende krukker løftes ud af ovnen efter et kvarter	Han bar brændekurven ind i stuen og stablede brænde op i ovnen	0
padle	Jeg sad bagi og styrede retningen med min padle	I dammen .. vågner et par af ænderne og padler ud på dybet med små kølvandsstriber efter sig	0
pagt	det var en nødvendighed for Hitler at sikre sin anden front, den mod Sovjet, mod angreb ved at indgå pagten med Stalin	I dåben sluttes der pagt mellem Gud og mennesket	0
pakke	Vi var omkring tredive mennesker, der pakkede bilerne og kørte til stranden og lavede barbecue-party	vi pakker vores julebolcher dekorativt i en pose og binder et lille kort på	0
pakke	Leve Litauen -- leve Danmark, lød råbene fra de tæt pakkede menneskemasser,	skatteministeriet er i øvrigt klar med en pakke af lovforslag, der skal gøre det nemmere at starte nye virksomheder	0
pakke	Der ligger en anbefalet pakke til Dem på posthuset	hun havde et par æbler og en pakke kiks på sit værelse, det var, hvad hun havde lyst til lige nu	0
pakke 'sammen	Der var alle dem, der kunne pakkes sammen på tribunerne og tusinder udenfor	Han .. pakkede værktøjet sammen og lagde det ind i vognen	0
pakkepost	I 1979 blev sorteringen af pakkeposten overflyttet til den ny postterminal på Bernstorffsgade i København	Solen skinnede, græshopperne sang og pakkeposten kørte med åbne døre i den store gule bil	0
pakning	på pakningen er det oplyst, hvad produktet indeholder	lejer og pakninger skal udskiftes på samtlige maskiner	0
pal	Lise skubbede palen ind og slog låsen fra, inden hun lukkede døren bag sig	han løftede armbrøsten, trak buestrengen bagud, skubbede palen på plads og lagde langsomt en pil ned i glidesporet	0
palads	Store byer og kommuner kan få opført de rene paladser på DSBs regning, men her kan vi ikke engang få sikret overskæringen	Den gamle sultan forskansede sig i sit palads med sine slaver	0
palet	Lauritz Hartz startede i 20rne med en mørkere palet, inspireret af de såkaldte mørkemalere	Jean Renoir fortalte mig, hvorledes han som ung havde hjulpet faderen med at klemme farven ud af tuberne på paletten	0
paletkniv	Vend knurhanerne med paletkniv, de skal steges på alle 3 sider	Han arbejdede intenst og meget langsomt med paletkniv på sine billeder	0
pande	Smørret smeltes på panden, og fileterne steges i 2 min. på hver side	Nå, så I fyrer kinesere af, skreg han og pandede Polle en flad, så det sang i opgangen	0
pandelok	Jeg klappede hende under pandelokken. Det var en meget køn hest, kastanjebrun med store, rare øjne	Et smalt, blegt ansigt, isblå øjne og sort hår med en pandelok ned over det ene øje	0
panel	miniskørtet er syet i løse paneler med højt-opslidset effekt	Observa-undersøgelsen bygger på 1.203 svar fra et fast panel, der udgør et repræsentativt udsnit af befolkningen	0
panser	Han samlede en hær på 2500 riddere i panser og plade, 12.500 langbue- og 500 armbrøstskytter, samt en uopgjort infanteristyrke	Et sted var musene ved at gnave sig igennem til el-kablerne. Der måtte ekstra panser omkring	0
pant	Vi blev aldrig ringforlovet, for jeg havde allerede en ring som pant på vores kærlighed. Det er en lille sølvring, som John forærede mig, da vi stadig gik i skole	banken lånte selskabet pengene og fik pant i hotellet	0
pap	hele den aften havde hun været musestille, bange for at han skulle høre hun var der. Væggene var tynde som pap	Som hidtil karakteriseres huset af .. sine gulmalede facader og sit sadeltag beklædt med rødt pap	0
papir	I de sidste timer har jeg ryddet op og sorteret papirer, vasket tøj, lavet mad og læst Proust	Inde i stuen flår Sofus det røde papir af. Og nu kan han næsten ikke tro sine egne øjne. Orv, se, det er rulle-skøjter, råber Sofus	0
papir	Digtet fyldte hele det lille lyserøde ark papir, og det var skrevet med omhyggeligt prentede tegn	Fem meter ringbind med papirer fra de forskellige ministerier står opmarcheret bag Holm-Nielsens stol	1
papyrus	Langs bredderne groede skove af rør og papyrus. Hvide storke og blå fiskehejrer spankulerede forsigtigt rundt	budbringere har haft deres budskab med på en lertavle eller et stykke papyrus	0
par	Ved VM i Indien stod det danske par for endnu en overraskelse ved at spille sig frem til en ottendedelsfinale	Hun lagde nogle rødbeder op i en asiet og stillede dem ind sammen med et par skiver brød	0
par	En af favoritterne, waliseren Ian Woosnam, var to under par efter 9. hul, men sluttede i fem over par	de holdt en stor sammenskudsfest. Jesper havde inviteret mig med, og jeg tror, at alle betragtede os som et par	0
parade	Robert Olsen .. holder de behandskede næver løftet i en klassisk parade	I lejren blev vi modtaget med æresport og af skoledrenge, der var stillet op til parade	0
paradisæble	paradisæblerne siger bum, bum, når de falder ned på plastictaget	Det virker som en hel eksplosion, når paradisæble udfolder sit overvældende mylder af blomster, der dufter helt uimodståeligt	0
paraply	rederiet C. Clausen og Sønderborg Rederiaktieselskab, der drives under samme paraply, har en del af deres skibe under fremmed flag	Tante Odas dragt og sko var helt gennemblødt af regnen, og paraplyen var ikke til nogen nytte her, hvor de voldsomme vindstød tog i den	0
parasit	Specielt kvæg og heste kan få parasitter, fx indvoldsorm	du rager goder til dig, på folkets bekostning. Du er en parasit og snylter	0
parcel	driftige købmænd ønsker at købe herregården og udstykke jorden til parceller	I udkanten af byen .. sidder Hr. og Fru Nielsen i stuen i parcellen på Solsortevej og drikker te	0
parentes	sammenligningen skal omkranses af parenteser	Jeg har oversat enkelte ord fra læge-latin til dansk. Min oversættelse står i parentes	0
parfume	Hendes pirrende parfume snoede sig ind gennem hans næsebor med forførende kraft	den lilles tøj bliver vasket i .. vaskepulver uden parfume og andre skrappe stoffer	0
park	En ellers færdigplanlagt park med 24 store vindmøller .. ender nu i Overfredningsnævnet	Familien Hoffmann i de smukke omgivelser i parken ned til Stubbe Sø. Søholt Hovedgård kan føres tilbage til tolvhundred-tallet	0
parkere	Cykler skal parkeres i stativerne eller i cykelrummet i kælderen	Der stod .. at værnepligtstiden betyder, at man parkerer hjernen i skabet og tager et intellektuelt tilbageskridt på ét år	0
parkeringsafgift	På privat område .. deler politiet ikke parkeringsafgifter ud, selv om ejeren har sat et skilt op, der oplyser, at parkering ikke er tilladt	De høje parkeringsafgifter har gjort det væsentlig nemmere at finde en P-plads i Københavns centrum	0
parlament	Det tjekkiske parlament vedtog torsdag, at Tjekkiet kan søge om optagelse i NATO. 64 stemte for og 3 imod	Boris Jeltsin besteg en kampvogn udenfor det russiske parlament og kaldte folket til protest	0
parole	Forskningen .. skulle være et led i helhedens frigørelse. Forskning for folket, ikke for profitten var parolen	der er risiko for økonomiske smæk til dem, der efterlever parolen om at tage job, så langt erhvervsevnen rækker	0
partere	jeg var på husmorskole i Vordingborg og lærte at partere grise og flå fjerene af høns	morderen har fortalt, hvordan han dræbte, parterede og spiste dele af sine ofre i sin lejlighed	0
parthaver	Danmark var pludselig parthaver i et grusomt ideologisk opgør på de såkaldt frie demokratiers side mod den såkaldte verdenskommunisme	I de senere år har Erik Tølbøll sadlet om og i stedet satset mere på galopsporten i Frankrig, hvor han er parthaver i flere heste	0
parti	Ifølge tiltalen kørte computer-manden til Holland med 650.000 kroner som betaling for et stort parti hash	Vi mistede desværre to mandater ved byrådsvalget, men vi er stadig det næststørste parti i byrådet	0
parti	omhyggeligt har man sørget for at planlægge haven, så der ikke opstår sure og mørke partier	Hos nogle marsvin kan de lyse partier af huden virke gullige	1
partikel	De bitte små partikler, der finder vej ind i kroppen, og som allergikeren ikke kan tåle, hedder allergener	af Bohrs teori fremgik, at de ladede partikler, som de radioaktive stoffer udsender, kommer fra atomkernerne	0
partistøtte	Et flertal i Folketinget har vedtaget, at alle opstillingsberettigede partier skal have statslig partistøtte	Torsdag aften blev Per Stig Møller hyldet med stående bifald af mindst 250 odenseanske partistøtter	0
partner	da Jess Søderberg blev finansdirektør i rederiet, gik det stærkt med karrieren, og i 1986 blev han partner og medejer	Det er på tide, at de vakkelvorne konservative vælger de rigtige partnere, CD, Venstre og Fremskridtspartiet	1
paryk	Hun gispede overrasket, da han stilfærdigt tog parykken af og afslørede et skaldet hoved	Ole har klassens flotteste paryk, mener han selv, hvilket har givet ham en vis opmærksomhed	0
pas	Tolderen hapser passet fra hans hånd, åbner det og kigger længe frem og tilbage fra foto til ansigt	Har du under 6 p, skal du sige pas	0
pasning	for første gang i historien fik de mange kvinder mulighed for at overlade pasningen af deres børn til professionelle pædagoger	det er Karen, der tager sig af fodring og pasning af kalvene	0
passage	Mellem halvvæggen og fløjdøren ud mod terrassen er der fri passage ind til spisegruppen	Der var i går op til en times ventetid for passage af grænsen i begge retninger	1
passage	En af de flottest restaurerede købmandsgårde, Kaufmannshof, ligger med adgang gennem en passage fra Norderstrasse 86	Hun gik med små fine skridt gennem den smalle passage, der førte ind til stuen	0
passe	For at forebygge hård hud, bør man bruge sko, som passer	Der findes også forskellige runde riste, som kan passe ned i gryder eller kasseroller	1
passe	farmor ringede og meddelte, at hun gerne vil passe ungerne, når vi skal til festuge i Århus	Morten fik mere tid til landbruget, nu da hans mor passede hestene og hjalp til i huset	1
passion	Her kan han .. dyrke sin passion -- heste	Tango er en meget lidenskabelig dans, fuld af passion, vrede og dødsforagt	0
passioneret	Det er en naturlig ting for den passionerede piberyger at gå på opdagelse i tobakkernes verden	privat var jeg meget genert og blufærdig, og jeg ville aldrig turde blive for passioneret	0
pasta	man kan vælge mellem forskellige lægemiddelformer (f.eks. tabletter, pasta eller mikstur	Undgå at pastaen klistrer: Kog altid pasta i rigeligt vand. Brug kun den ægte pasta lavet på hård durum hvede	0
pastel	vinterens stil er præget af de nordiske farver. Basisfarverne går fra .. vinterhvid og over i de frostklare pasteller som rosa, sart blå, sølvgrå og lys gul	En tidligere linnedstue : på Rungstedlund er blevet forfremmet til galleri for Blixens tegninger, pasteller og oliemalerier	0
patent	Det var en amerikansk ingeniør, som i 1945 søgte patent på en opfindelse, der senere blev til mikroovnen	Når det gjaldt den store verdens problemer, var det ham, der havde patent på den rette mening	0
patriark	For enden : af bordet troner den værdige patriark, og han byder gæstfrit på te	Abraham blev kaldet af Gud til det land, som jøderne efter patriarkerne Isak og navnlig Jakob kaldte og stadig kalder deres	0
patriarkat	vi gør os selv så stærke, at vi også offentligt tør tage det opgør med patriarkatet, som vi har taget på hjemmefronten	Den ortodokse kirke har ingen fælles ledelse, men fem patriarkater i Konstantinopel, Antiokia, Jerusalem, Alexandria og endelig i Moskva	0
