form	sentence_1	sentence_2	label
kærlighed	Små børn skal have kærlighed og accept -- ellers kan de tage varig skade	Mødet blev til en stormende forelskelse, der udviklede sig til en livslang kærlighed	1
køkkendør	man bør lade køkkendøren stå åben til de andre rum, når man bruger emhætten, så der ikke kommer undertryk	hun kunne komme bag om huset og gå ind ad køkkendøren, som han aldrig låste	0
kølle	Let som sommerfuglen håndterede hun sine køller sammen med de andre fra Dansk Kvindegymnastik Forening	i sidste uge blev en dame slået ned med en kølle i Magasins garage	1
lak	Papiret var holdt sammen med en klat lak, og den var ikke brudt	Der findes lakker med solfilter, der gennem længere tid forhindrer træet i at gulne	0
lam	En anden rødvin er Paros, som er blodrød og fyldig i smagen. Den er bl.a. god til retter med lam	Fordi de skal slagtes, blev lammene i går skilt fra fårene	0
lampe	Kun en enkelt lampe var tændt og det varede lidt inden hun fik øje på den unge pige	An går foran dem med lampen i hånden, og flammens lysskær bryder mørket omkring dem	1
land	Her sad han i et land, hvis befolkning, sprog og natur var ham helt fremmed	hele landet råber op om genteknologiens lyksaligheder	0
landskab	Et af Sydfyns smukkeste landskaber ved det idylliske Faldsled er hårdt truet af massiv sommerhusudstykning	Det sydvestjyske landskab er præget af nu opdyrkede hedesletter, bakkeøer og langs kysten vidtstrakte marskarealer	1
lang	Bent stormer på sine lange ben ud til bilen	Det kniber lidt med din energi for tiden -- du trænger rent ud sagt til en god, lang ferie	0
lap	Ingen sætter en lap af ukrympet stof på en gammel kappe	for så river den nye lap det gamle i stykker, og hullet bliver værre	1
latin	May-Britt er klassens hjælpende hånd i diverse sprogfag. Kedde er hende evigt taknemmelig for 9-tallet i latin	Fra år til år er det forskelligt, hvad vi spiller .. men jazz, rock, blues og latin er ofte de genrer, der præger arbejdet	1
lave	Bilens startmotor laver en utrolig larm, når jeg starter	Lørdag den 21. december kommer juleklovnen Bo-Bo og laver skæg kl. 11.30	1
led	Den gule snerre er en indtil 60 cm høj, flerårig urt med ganske smalle blade, der sidder i kranse ved hvert af stænglens led	De sover, spiser og hygger sig i kahytten, to meter på den ene led, halvanden på den anden	0
led	Vi har alle to forældre (altså i første led), fire bedsteforældre (i andet led), otte oldeforældre (i tredje led) osv.	Underordnede led er led, der står som bestemmelse til andre	0
ledelse	Teaterchefen har den daglige ledelse med ansvar over for bestyrelsen	Lenin mente, at disse arbejdere under kommunisternes ledelse skulle tage magten i Rusland	1
leje	De gamle folk strøede så et knippe halm på gulvet og redte et leje på det	det er også en god idé at lægge fisken på et leje af aromatiske urter eller tang	1
lejemål	Bondeidyllen er lejet, i første omgang for to et halvt år, men lejemålet kan forlænges med yderligere to år	Usædvanligt godt lejemål med pæn facade. Lejemålet er 763 m	0
lejr	Da jægerne kommer hjem til lejren er alle vågne, selv om det er sen aften	De tyske maskingeværer fra lejrens vagttårne pegede imod os	1
lige	I lige år går næstformand og kasserer på valg, i ulige år sekretær og bestyrelsesmedlemmet	Går du ud ad en lige vej, ser det ud som om vejens sider mødes i et punkt på horisonten	0
ligevægt	Vil en gensplejset organisme måske helt bringe de økologiske systemer ud af ligevægt?	I triviallitteraturens forfattergalleri var ligevægten mellem kønnene større end i finlitteraturens	1
ligge	Hun lå bare i sin seng og stirrede ud i luften	Uden for hvert hus lå familiernes slædehunde og slikkede solskin	1
linse	Far havde som så ofte før lagt sin rute ind omkring bageren og købt mig en cremefed linse	objektivet kan ikke give skarpe og brillante billeder, hvis linserne er dækket af støv og fingeraftryk	0
liste	vi skulle være stille, så vi listede næsten lydløst op til fjerde sal	Uden at vække sin kone lister han ud af sengen	1
loftsrum	Det seks-syv kvadratmeter store loftsrum blev oplyst af en enlig stearinflamme, der stod i sin stage på servanten	Af fællesarealerne vil hver lejlighed kunne få tildelt et loftsrum og/eller et kælderrum	0
lukke	Strik hver side op for sig og luk af til hals	Plastposen lukkes med en knude	1
lunte	Publikums nådesløse dom skyllede skarpt ned mod stakkels Lawal, mens han med slappe skuldre luntede bort fra ringen	Andy småløb foran, og vi luntede i hælene på ham	1
lystavle	sekundet efter kunne man oppe på lystavlen se, at Danmark nu stod som sejrherre i puljen med 12 points	Filmens budskab .. fes lige ind på lystavlen hos både den 8- og den 10-årige	0
længde	flyene måtte flyve på langs af Israel, der i hele sin længde blot er omkring 400 km	Tegn .. boligen i målestoksforhold 1:100. Angiv på tegningen længde og bredde af hvert rum	1
læse	Gudrun .. kunne læse i Henriks ansigt, at han ikke var nær så uinteresseret, som han søgte at give udtryk for	hun kunne ikke længere udholde den nøgne smerte, som stod at læse i hans øjne	1
læsse	I ferierne læssede han hele familien om bord i en varevogn og turede Europa rundt	Vi skulle nedrive og fjerne brokker (pr. trillebør) og læsse brokkerne i en tom ajlebeholder på grunden	0
magnesium	brint .. frigøres fra saltsyren, mens denne reagerer med magnesium	Både magnesium og calcium anses for at være værdifulde mineraler og nødvendige dele af den daglige kost	0
magt	Kirken kom til at eje meget jord og mange gårde, og blev den dominerende magt i samfundet	Forfatningsændringerne vil give Den Øverste Sovjet .. magt til at godkende ministerpræsidenten	1
makrel	Sild, makrel og ørred er dejlig mad, både på frokostbordet og som forret til en middag	makrellerne står i så store og tætte stimer, at har man først fundet dem, er de nemme at fange	0
male	Han havde malet sengen lyseblå, for det skulle jo være en knægt	faren .. havde gjort Janes cykel i stand, slebet og malet den, så den næsten lignede en ny	1
mand	Ifølge oplysninger fra politiet er 4000 mand sat ind på at opretholde ro og orden	Han er missionær, en Guds mand, mon ikke det skulle borge for kvaliteten?	0
mangfoldighed	Det er vigtigt, at det lokale og regionale islæt i pressen bevares. At mangfoldigheden bevares	Til en mangfoldighed af mennesker skal der altså være en mangfoldighed af muligheder for at bo, for boligen er en afgørende ramme for os alle	0
mangle	Proppen mangler til badekarret	det har været en god fest. Der manglede ikke noget	1
mark	Tusinder af østtyskere søgte .. at komme ind i en bank på Alexanderplatz for at veksle østtyske mark til D-mark	For hver gang der bliver produceret for 15 mark i det tidligere Vesttyskland, bliver den ene mark givet som støtte til det tidligere DDR	1
maskinskrivning	jeg har tysk og maskinskrivning som valgfag	Mit arbejde består af .. bl.a. maskinskrivning efter diktat i øresnegle	0
mavebælte	Cigarer så store som kinesiske kanonslag med mavebælter	Kontrollen med narkoindsmugling er for lemfældig. Det vælter ind over grænsen i hemmelige kuffertrum, i kunstige bryster, i skohæle, i mavebælter ..	1
mekanisme	det afgørende er, at der bliver større opmærksomhed omkring mekanismerne på fondsbørsen	han havde dyb indsigt i de sjælelige mekanismer og den tankegang, der gjorde handlingen mulig	1
mekka	Hver sommer tager Bent og Birthe Henningsen til USA for at få fat i de nye impulser fra filmens mekka Hollywood	Vanløse Forsamlingshus vil være et sandt mekka for såvel store som små legebørn, når man for 8. år i træk arrangerer legetøjsudstilling	1
mene	Hun mener ikke noget ondt med det	Det var ment som en spøg	1
menighed	Der opstod små menigheder hist og her, og gradvist gav vikingerne efter for den kristne mission	I moskéen kaldes der til bøn af en af menighedens unge, Shahid Abdullah	1
menneskelig	Samfundstjeneste er et forsøg på at finde andre og mere menneskelige .. metoder at straffe nogle kriminelle på	Teknologi erstatter den menneskelige arbejdskraft	0
menneskesprog	Det er en almindelig folkelig forestilling, at fuglens sang kan oversættes til menneskesprog	Programmøren skriver kildekoden i et forståeligt menneskesprog. Det bliver i computeren oversat til et maskinsprog	0
mesterstykke	I 1950 drejede Kay Bojesen sit mesterstykke, den frække langlemmede klatreabe i teak	Teknisk er BMWen et mesterstykke. Så gennemarbejdet og perfekt, at den næsten er i en klasse for sig selv	1
mide	Hvad fanden rager det dig, din lille mide?	miden borer sit hornhårde hoved og sine 4 par ben ind i huden, for at suge blod	0
migrere	Det gik meget smertefrit at migrere fra Unix til Linux	En del af befolkningen har -- for overhovedet at kunne overleve -- i årtier været tvunget til at migrere til mere velstående områder i vinterhalvåret	0
militær	de to stormagters militær beslaglægger så enorme ressourcer, at det indirekte stjæler store dele af den tredje verdens ressourcer	Når han er færdig som kontorassistent, regner han med at skulle ind til militæret	1
mimose	den store buket mimoser, hun havde købt i uudsprungen tilstand, og som skulle behandles på en særlig måde, var nu i fuldt flor	Franni var sart som en mimose overfor den mindste kritik	0
mini	Renaults nye mini for 90erne, kendt under kodenavnet X06, kommer måske til at hedde Mignon, det betyder sød, kær, nuttet	Kjolen har bærestykke, pufærmer og en stor udskæring -- brug den løsthængende .. eller hægt den op med et bælte til mini	0
mistanke	Banken fattede mistanke til den ellers korrekt udfyldte check og alarmerede politiet	Et forhold kan gå helt i smadder bare på en mistanke om utroskab	1
moderne	i den moderne industri bruges flere og flere stoffer, som ingen med sikkerhed kan afvise, at der er en risiko ved	Latin er et gammelt sprog, som lever videre i flere moderne sprog: fransk, spansk, italiensk	1
modstand	Han kæmpede. Han gjorde modstand med alt, hvad han havde i sig	han ville overgive sig uden modstand, hvis politifolkene ville undlade at skyde	1
mokka	Sådan, mutter. Stil du bare mokkaen dér	De fine chokoladedesserter .. blev nydt til sidste bid. Vi sluttede med en god mokka	1
monster	jeg blev glad over ikke at blive opfattet som et monster, jeg var én, man kunne tale med	Rigtige drenge ser splatterfilm. Fulde af blod, grimme monstre og grumme mordere	0
motiv	et postkort fra Skagen med et motiv fra havnen	Diagram til motivet på tøflerne fås gratis ved henvendelse i din lokale broderiforretning	1
mulighed	En anden mulighed som formand for Øresundsforbindelsen er chefen for Finansministeriets administrationsdepartement, Søren Christensen	mulighederne i den nye teknologi vil være næsten ubegrænsede. Det er i hvert fald den almindelige opfattelse	0
mund	tungen fyldte hele munden, da jeg prøvede at sige noget	Fordøjelsesprocessen begynder i munden, hvor maden findeles, når vi tygger	1
myndighed	Er man utilfreds med myndighedernes behandling, findes der i loven regler for, hvem der kan -- og hvorledes man skal -- klage	Generalforsamlingen er foreningens højeste myndighed	1
mystisk	Politibetjentene ved stationen i Rødbyhavn observerede i går eftermiddag en mystisk flyvende genstand ca. to kilometer ude over Østersøen	Man havde snakket en del om gamle Bartholin der havde fået fingre i godset under lidt mystiske omstændigheder	0
mål	Shampooen fås i flasker med 1/4 liter. Man tager 1-3 mål i flaskens skruehætte og hælder i vandet	Anja Andersen var banens store spiller med 14 mål, da Bækkelaget vandt Europa Cup-kampen i håndbold	1
måle	strik glat ifølge diagrammet. Når arbejdet måler ca 110 cm, afsluttes med mønsterbort	Jeg måler 172 cm og vejer 51 kg	1
måtte	Der var så mange varer at bære på, at de af og til måtte standse og stille det hele fra sig, mens de pustede ud	Fruen sover, De må komme igen senere, siger hun meget bestemt	1
mærke	Dansk Varefakta Nævns mærke garanterer .. at varens indhold passer til deklarationen	Altertavlen er forgyldt og har fået kongens mærke C 4	1
mødding	møddinger skal bringes i orden, så der ikke kan ske nedsivning til grundvandet	da vi jo lever i overflod, smider vi ikke de vanskabte og syge børn på møddingen mere	0
møde	Der var endnu tolv timer, til jeg skulle møde Sarah, og for første gang ønskede jeg, en feriedag ville gå hurtigt	Hvor var det strengt at tænke på, at han skulle rejse -- nu da de endelig havde mødt hinanden	1
mørkerød	Hans guldkæder glitrede mod hans dragts mørkerøde fløjl	en trelænget, lav gård i mørkerøde teglsten	0
nabo	en fin røg sivede ud gennem naboens brevsprække og snoede sig mod loftet	vi er 10 naboer som ser til hinandens huse	1
naturfag	I forhold til gymnasiet i dag er naturfagene styrket på den sproglige linje, og sprogene er styrket på den matematiske linje	på sproglig linie er der blevet indført naturfag, hvor de sproglige førhen havde matematik i samme antal timer	0
navn	Goddag, mit navn er Jens Hansen	det rødkalkede hus med tegltag fik navn efter hans kone, Amalie	1
nederdel	Kjolen med sort top og prikket nederdel koster ca. 598 kr.	Spændende ser Lise ud i den ankellange nederdel i bredder med masser af vidde	0
nervøs	Lene kastede stadig nervøse blikke bagud. Hun kunne ikke slappe af	Rent spillemæssigt var årets pokalfinale ikke det store sus. Dertil var begge holds spillere alt for nervøse	0
net	da Per Okkerstrøm på et lynhurtigt opløb sendte bolden i nettet til 20-12 var slaget i realiteten afgjort	Fra færgetrappen myldrer broderfolket ned med store net og indkøbsvogne i hænderne parat til at fylde dem op	0
nippe	Hun nippede visne blomster af potteplanterne	Vi nipper smågrisenes hjørnetænder og halespidser, så de undgår at gøre skade på hverandre	1
niveau	det var nødvendigt at holde bestanden af vildt nede på et passende niveau, men det forstod hun slet ikke	etruskerne hævede den ikke-græske del af den italiske halvø op til et kulturelt niveau, der kunne måle sig med de græske kolonier	1
nord	Et stort vindue mod nord giver det mest uforanderlige og rolige arbejdslys	I løbet af dagen klarer det måske op fra nord	1
notat	Brug god tid på at læse opgaven igennem. Streg eventuelt under og tag notater undervejs	Efter mødet opsummerer ministeriet i et notat, hvad der er aftalt	0
novice	Som 19-årig besluttede han sig for at blive munk og lod sig optage som novice i franciskanerordenen i Saint Etienne	Det var kun Pecks anden spillefilm, så han var endnu en novice i faget	0
nutidshistorie	tv-serien Liva Weel er ikke bare et stykke dansk nutidshistorie. Det er samtidig historien om en kvinde, der sled sig op i rampelyset	De 16 filmfolk er trætte af æstetiske fortællinger om ingenting, siger de. Derfor vil de lave nutidshistorier om mennesker af kød og blod	0
nyttehave	jeg tog til vores nyttehave i haveforeningen Enghaven og gik i gang med at grave et gammelt jordbærbed op	Frøet sås tæt i rækker som purløg i nyttehaven eller i potter	0
nærområde	R98 kører med en miljøbil og besøger borgerne i deres nærområde	vi skal styrke indsatsen for at sikre freden i Europas urocentre og i Europas nærområde	0
offentlighed	Folkekirken pådrager sig mest offentlighedens opmærksomhed, når den kan præstere en sensation. Og ikke sjældent er den leveringsdygtig	problemet er, om man som kommune, som offentlighed kan gå ud og skuffe folk	1
olietønde	En gammel olietønde er perfekt til afbrænding af haveaffald	og på olietønder, saxofon og sang har vi Mike Jackmann	0
omdele	Så går vi til kaffebordet, og bagefter omdeles de blå højskolesangbøger	man tilstræber at omdele posten til erhvervsdrivende inden kl. 10	0
omgive	Jeg vågnede pludselig liggende på sofaen og var omgivet af røg	Blæsten rev og flåede i grenene på de store træer inden for den hvide mur, der omgav villaen på Frederiksberg	1
omlægge	ØK er efter de seneste rentefald herhjemme nu i fuld gang med at omlægge sine lån til danske kroner	I 1940erne blev daværende Frederiksdalsvej -- nu Hummeltoftevej -- omlagt af hensyn til den stigende trafik	0
omløbstid	Uranus afstand fra Solen er ca. 19 gange Jordens, dens omløbstid 84 år	lyset udsendes, når elektronen springer fra en bane med en omløbstid til en anden bane med en derfra forskellig omløbstid	0
omslag	Et par dage senere mærkede jeg et tydeligt omslag i min fars humør	Dronningen har illustreret omslaget til begge bøger på helt sin egen måde	0
omtale	Når atomindustrien selv skulle omtale hvad der skete, blev der brugt en masse eufemismer	AIDS er den mest omtalte sygdom det sidste par år	1
opbrud	Udstillingen Nye verdensbilleder tager udgangspunkt i de opbrud, der præger verden i dag -- politisk, økonomisk og socialt	Den næste dag er lejren præget af opbrud. Telte pakkes sammen. Rygsække stuves	0
opdræt	fugleforeningens medlemmer dyster om, hvem der har opnået de bedste opdræt indenfor de mange forskellige klasser	Med 42 køer og 30 søer og opdræt af kvie- og tyrekalve samt fedesvin .. er der meget at se til	0
operatør	Koncessionerne til havs får Statoil som operatør, medens .. DANOP forestår operationerne ved Tønder, hvor Statoil yder teknisk assistance	Automatiseringen er så gennemført, at to operatører her fra raffinaderiets hjerne kan styre alle de vigtigste processer	0
opgave	Jeg går ud fra det er sundhedsstyrelsens opgave at tilse og sørge for at vi får sunde og gode fødevarer	Du skal aflevere opgaven i to underskrevne eksemplarer, originalen og en kopi	0
opgøre	Sæsonen er slut. Og resultatet opgjort. Vort tidligere så stolte fodboldlandshold er reduceret til ét blandt mange i den europæiske middelklasse	Jeg har netop opgjort min kassebeholdning til at udgøre 11,50 kroner	0
opløse	Det er enzymer, der fjerner og opløser pletter på tøjet	Efterhånden som solen steg, opløstes tågen	1
opmærksom	Jeg blev opmærksom på den dæmpede musik, der strømmede ud i stuen	Gæsterne så opmærksomt på den smukke enke	1
oprindelig	De sagkyndige er enige om, at spidshundetypen er det tætteste, man kan komme den oprindelige hundetype	Peter er oprindelig fra Århus, men har boet det meste af sit liv i København	1
opsats	Stil nogle af planterne på små opsatser og bland store og små planter på dekorative måder	kager med flødeskum serveres i en elegant tre-etagers opsats	1
opsigelse	Jeg bad om at få min opsigelse, fordi jeg ikke kan lægge navn til en TV-station næsten uden medarbejdere	ejendommen vil ikke blive fraflyttet, da opsigelsen ikke er gyldig i henhold til Lejelovens § 83	1
optage	D-vitaminer er nødvendige, for at vi kan optage kalk	det danske sprog sætter hele tiden nye skud: nye ord optages, og ældre ord får ny betydning eller bruges på en ny måde	1
orakelsvar	Det var ham : Amon, den ægyptiske Zeus der ved sit orakelsvar bekræftede Alexanders identitet som gudens søn	JGC havde .. fundet et orakelsvar på skolevæsenets budgetproblemer: taxameterprincippet, hvor skolerne får et fast tilskud pr. elev	0
orden	Jeg elskede orden, og gik bestandig omkring og anbragte ting og sager dér, hvor de, efter visse ordensregler, hørte hjemme	Desuden er råkost med til at rense kroppen for affaldsstoffer og holde mave-tarmfunktionen i orden	1
ordentlig	På værelserne er der pænt og ordentligt. Det er nødvendigt, når to, tre, fire -- ja, på nogle værelser fem -- asylansøgere skal bo sammen	journalistik er at lave ordentlige referater af andres udsagn	1
orm	Jeg har min fiskestang med, jeg sætter orm på krogen, og jeg kaster snøren ud	han ventede, at ormen ville angribe ham, derfor holdt han spyddet op for at beskytte sig	1
overdådig	Hotel Britannia var mere overdådigt og fantasifuldt udstyret end noget palads i 1001 Nats Eventyr	I et storslået modeshow viste fire overdådige piger sexet undertøj til store piger	0
overgangsydelse	Efterløn til medlemmer, der overgår fra overgangsydelse, ydes med et fast beløb svarende til 80 % af højeste dagpenge	I 1994 blev han fyret i en sparerunde og er i dag på overgangsydelse	1
overgå	virksomheden overgik til at blive et aktieselskab	I begyndelsen af 70erne overgik firmaet til edb	0
overlæsse	juletræet er overlæsset med gammeldags julepynt -- dannebrogsflag, stjernekastere, hjerter og kræmmerhuse	det er vigtigt ikke at overlæsse en reklame og lave den for smart	1
oversmøre	Han var oversmurt af mudder	fabrikkens facade blev oversmurt med skældsordene giftmordere og svin	0
ovn	De rødglødende krukker løftes ud af ovnen efter et kvarter	Han bar brændekurven ind i stuen og stablede brænde op i ovnen	0
parole	der er risiko for økonomiske smæk til dem, der efterlever parolen om at tage job, så langt erhvervsevnen rækker	På trappen op til terrassen bag det store gule hus holder vildtofficeren parole -- den traditionelle tale før en jagt	0
partner	da Jess Søderberg blev finansdirektør i rederiet, gik det stærkt med karrieren, og i 1986 blev han partner og medejer	Det er på tide, at de vakkelvorne konservative vælger de rigtige partnere, CD, Venstre og Fremskridtspartiet	1
pas	Har du under 6 p, skal du sige pas	Tolderen hapser passet fra hans hånd, åbner det og kigger længe frem og tilbage fra foto til ansigt	0
pashmina	Jo højere geden har levet, jo finere bliver ulden. Den bedste pashmina kommer fra den indiske del af Himalaya, dele af Nepal og dele af Tibet	Hver ged giver kun omkring 250 gram pashmina om året, og det er grunden til produktets sjældenhed	1
pasning	det er Karen, der tager sig af fodring og pasning af kalvene	Belysningsanlægget og dets pasning er et kapitel for sig	1
passe	Jeg stod op tidligt om morgenen for at passe min træning	En pensioneret bådebygger passede og vaskede båden for ham	1
patron	De vandrede til Rom, hvor de som klienter blev afhængige af de rige patroner	Rige kvinder kunne på linie med mænd optræde som patroner for kirken	1
periferi	Jeg stod som regel lidt i periferien af begivenhederne, men det er måske også der, man har det bedste overblik	Ser vi på en cirkel, ved vi, at den dækker et areal, der er begrænset af cirkelens periferi	0
pibe	en kugle ramte rattet og peb hen over hovedet på ham	hunden peb så ynkeligt, krøb helt ind til børnene	0
pigment	Mennesker med brune øjne har mest pigment (melanin) i regnbuehinden, blåøjede har mindst	Når de ultraviolette stråler rammer huden, danner hudcellerne efterhånden et brunt farvestof -- et pigment	1
pikhoved	Med fingrene skubbede hun rytmisk forhuden frem og bed lidt i den, for så at trække den tilbage og suge på det blottede pikhoved	Ham skal du ikke ta dig af, han er bare et kæmpe pikhoved	0
pis	så var det jo mig der skulle gøre rent hver evig eneste dag, ikke? og det pis, det gad jeg altså ikke, vel?	Ved du hvad, jeg gider ikke høre på det pis	1
pisk	han var også helt kronraget, og så havde han sådan en lang pisk i nakken ligesom kineserne	Tjenestefolkene måtte trues med pisk for at gå op på herregården og passe deres arbejde	0
plads	Mit budget skal helst kunne give plads til at rejse	skal man være på gravens rand, før der gives plads på plejehjem eller i en beskyttet bolig?	0
plads	Boldspillet var allerede i fuld gang rundt om på pladsen, og foran telte og campingvogne var der dækket op med brød, kaffe og juice	der er god plads mellem bordene	1
plantage	Flere af vore allersmukkeste hedelandskaber er for længst spoleret af de plantager, som blev strøet ud over landskabet	I plantagen er høsten af rørene under den brændende tropesol et hårdt og slidsomt arbejde	0
plastic	I 1949 kom de første byggeklodser i plastic, der hed Automatic Binding Bricks. Det blev til Lego Mursten	juletræet var af plastic, men kalkunen var ægte nok	0
platte	mange af de gamle platter er blevet så sjældne og efterspurgte, at priserne er røget i vejret	der er dagsaktuelle tilbud på platter til 39,75 for den billige med laks, postej, frikadelle samt salat og brød	0
pleje	i Radiorådet sidder der en samling stympere, som ikke har kunnet klare sig på Christiansborg og nu bruger tiden på at pleje personlige interesser	Med Natusan Baby serien kan du være tryg ved, at din babys sarte hud får den mest nænsomme pleje	0
pop	Vi kan igangsætte de aktiviteter, vi har lyst til, men på den anden side, er det vigtigt, at det ikke bliver det rene pop	Adskillige mediefolk begår den fejltagelse at tro, at unge kun er interesseret i rock og pop	0
post	Poul Nielson er favorit til at besætte posten som administrerende direktør i Elkraft	Som regel kommer efterlysningerne med posten. Men skal det gå hurtigt, bruger Interpol telefon, telefax, telefoto eller radiogram	0
primitivisme	Hun væmmes moralsk ved en primitivisme og brutalisering, der synes at være trådt i fornuftens og solidaritetens sted	Henrik Allert er glad for ansigter. De optræder i fabulerende figurer, der minder om en nynordisk primitivisme med masker, totemfigurer ..	0
problematik	Den økologiske problematik, der er en af de nye dimensioner ved den offentlige bevidsthed, indebærer, at teknologien ikke kun fører nye goder med sig	Jeg har haft klienter med følgende symptomer og problematikker: Udbrændthed, trøstespisning, bulimi, incest .. angst, usikkerhed	0
procent	For nylig læste jeg i en statistik, at over fyrre procent af alle skolebørn har mistet den ene af forældrene ved død eller skilsmisse	Nu drejer det sig om at få de højest mulige procenter af det kommende silde-fiskeri i Nordsøen til dansk fiskeri, fastslog Henning Grove	1
produkt	Man ganger .. strømstyrken med tiden. Dette produkt kaldes for akkumulatorens kapacitet	stabiliseringen skyldes implementeringen af Realkredit Danmarks målrettede konkurrencestrategi .. samt lanceringen af nye produkter som FlexLån®	1
produktion	Alle sejl er sat til og intet blev sparet undervejs, så derfor er det ikke underligt, at serien er BBCs dyreste produktion til dato	LIFA Sportsundertøj fra Helly-Hansen er resultatet af 10 års erfaringer i produktion af kvalitetsundertøj	0
produktionsforhold	udflytningen vil være med til at forbedre produktionsforholdene på fabrikken i Flensborg gennem frigørelse af arealer	En omfattende jordreform afskaffede de feudale produktionsforhold i landbruget og de fleste bønder sluttede sig sammen i kooperativer	0
proportion	Leonardo da Vinci: Det menneskelige legemes proportioner, 1485-90. Tegning 34 × 24 cm	Med sine præcise og harmoniske proportioner står villaen som et tidligt -- og smukt -- eksempel på Baumanns interesse for traditionen i de københavnske empirehuse	1
proppe	Mormor lavede alle mine livretter og proppede mig med mad hele tiden	Du har sygelig trang til at proppe i dig -- kaster uhæmmede mængder af mad ned	1
provision	Nogle sælgere har helt mistet den faste indtægt og er udelukkende lønnet på provision	Hvis der i en handel overtages en del ældre lån, sparer sælgeren naturligvis stempeludgift, indskud og provision	0
præmie	forsikringstageren betaler en præmie beregnet ud fra statistiske oplysninger om hvor ofte risikoen bliver aktuel	Arrangørerne har udlovet 10.000 kr. i præmie for en verdensrekord	0
psykologi	hun tog hf-eksamen i psykologi for bedre at kunne forstå hans reaktioner	Jungs psykologi er .. en ret speciel psykologi om selvet, måske snarere en metafysik	0
pult	opsatserne fungerede som staffelier eller pulte, hvor en opslået notesbog kunne stå	En kontorist nikkede til hende fra sin plads ved en af de høje pulte	0
pumpe	Gennem boringer og brønde pumpes grundvandet op	Når hjertet pumper blod ud i pulsårerne, stiger trykket, og i pausen mellem to hjerteslag falder blodtrykket	1
punkt	Bestemmelsen i punkt 4 indebærer, at fx redaktører af antologier med oversatte værker ikke er berettiget til afgift	Win er nået til det punkt i sit liv, hvor han skal finde ud af, hvem han er	0
puslespil	Mange anser væggen over sofaen for hjemmets hædersplads til kunst, men det kan godt være lidt af et puslespil at få stuemøblementet og billedet til at klæde hinanden	Alexander åbnede døren til børneværelset, solen skinnede ind gennem vinduet, der lå et halvfærdigt puslespil på gulvet	0
radius	Alt var kaos og ødelæggelse i en radius af 300 meter fra det sted, missilet ramte	Plantehullets radius må gerne være 75 cm	0
raket	Tre af de fire indlagte i forbindelse med denne nytårsaften blev ramt i øjnene af raketter	Ifølge øjenvidner kunne rystelserne fra den eksploderende raket mærkes adskillige kilometer væk	0
ramme	trommehinden er stramt udspændt over en ramme af ben, omtrent som skindet på en tromme	Træpladen om den ovale vask, spejlets gyldne ramme og terrakotta-krukkerne giver kønt modspil	0
ranke	Jeg nød mit nye tøj og rankede mig, når jeg gik	Han rankede sin duknakkede krop og smilede	1
rationalist	jeg syntes det var mere logisk og rimeligt, med 18.årh.s rationalister at hævde, at Jesus var et menneske, blot af usædvanlig storhed og kraft	For rationalisten kan eksempelvis folk, der læser fantasy, ses som eskapister, der ser sig ude af stand til at ændre på deres forhold i den rationelle virkelighed	0
redde	han hjalp til med at få sin kvæstede kammerat reddet i sikkerhed	Kun en hjertetransplantation kan redde Jane fra den dødelige hjertesygdom	1
register	Opskrifterne spænder over hele registret med supper, hovedretter og desserter	Kulturjournalisten skal kunne bruge hele avisens register af genrer	1
registratur	Sekretæren var ansat i kanslerkontorets hemmelige registratur, og hun havde adgang til fortrolige dokumenter	han udarbejdede en meget værdsat registratur over Rentekammeret	0
religion	de norsk-islandske litterære kilder, skjaldekvad og eddadigte, giver os et indblik i vikingetidens nordiske religion	vor grundlov garanterer jo alle ligeret til at praktisere deres religion efter eget valg	1
ren	de nordsvenske rener skal nødslagtes på grund af radioaktivt nedfald fra Tjernobyl	pigen .. voksede op som Tornerose, sovende, ren, kysk og mærkeligt alene	0
rente	Kreditforeningslån ydes med fast rente. Det vil sige, at renten er den samme i hele løbetiden	11,75 pct. p.a. i rente er hvad Sydbank Sønderjylland nu garanterer investorerne	1
reparation	han skylder cykelsmeden 1.000 kroner for reparationen af sønnens knallert	Folkestyret skal til reparation	1
repræsentere	Er du part i en sag, kan du på ethvert tidspunkt af sagens behandling lade dig repræsentere eller bistå af andre	Eva Kjer Hansen, der repræsenterer Venstre, er et af de nye ansigter i det ny folketing	0
reservation	der skal sidde levende mennesker, og levende mennesker får man jo bedst ved at prøve at smelte den reservation, vi jo alle sammen har	Klokken 12 havde jeg en reservation til vaskemaskinerne i kælderen	0
resultat	den danske regering var jo ikke særlig god til at forudsige resultatet af folkeafstemningen i juni	Når man laver eksperimentel forskning, er det meget vigtigt, at resultaterne kan rekonstrueres	0
ret	Sy linningen .. Først fra vrangen, 1 cm inde og derefter fra retten lige i kanten	Strik 10 cm i rib 1 ret 1 vr og luk af i rib fra retsiden	1
rettighed	Børns rettigheder er nogle af dem, der er lettest at blæse på i en verden, hvor det er de stærke, der bestemmer	Warner Brothers .. sidder på rettighederne til de originale indspilninger	0
ridse	Ingen er interesseret i at få en fodgænger op på køleren. Det giver ridser i bilen	Engang i 1200-tallet tog en dreng en kniv og ridsede denne tegning i et stykke træ	0
ridt	forfatteren rider vilde stilistiske ridt, foruden en uklædelig pseudointellektualistisk selvsmagen	om Tour de France: Det lange ridt mod Paris	0
