form	sentence_1	sentence_2	label
koge 'sammen	når fire-fem forskellige partiers synspunkter skal koges sammen, sker det for tit, der kommer dårlige forlig ud af det	Kom de finthakkede tomater på panden og lad det koge sammen	0
kogepunkt	Når man destillerer, udnytter man, at forskellige væsker som regel har forskelligt kogepunkt	varm kakaoen op til kogepunktet under piskning	0
koger	Flyvevåbnets Gulfstream var igen inde over indlandsisen for at nedkaste mad, medicin, petroleum og en koger	Er du frisk på at ryge en ordentlig koger?, spørger han og er allerede godt i gang	1
kogeri	Snart fik han .. stablet et lille kogeri på benene i Pias forretning	Farmand er i gang med kogeriet, først sauterede løg, så lidt chili og så ...	0
kok	Vi kan godt skyde en enkelt kok i dag ved jagtpremieren	det er knap så kendt, at mesterfrisøren også er en fremragende kok	0
kolbe	På en almindelig stor kolbe kan der .. være 5-600 majskorn	kærmysse har små tvekønnede blomster i kolbe omgivet af et stort, hvidt hylsterblad	0
kold	Til den kolde laks vil jeg servere en kold creme fraiche-sovs	de kolde turkis og lilla farvetoner er ikke gode til Mette, de gør hende bleg	0
kold	Der er koldt her inde i soveværelset, hvor vinduet altid står på klem	Temperaturen når ned mellem 0 og 5 grader, koldest i Nordjylland	1
kollegium	Det største af kollegierne var Rentekammeret	Susanne gik på seminariet i byen og boede på det tilstødende kollegium	0
kollektiv	svenskerne har overladt godheden til kollektivet, Staten. Den skal udøve retfærdigheden til det fælles bedste og dermed for en selv	de boede i kollektiv og flippede ud og blaffede til Spanien og alle de dér helt vilde ting	0
koloni	I gamle dage havde Danmark en koloni i Indien, Trankebar, som Ove Gedde under Chr. IV fik koncession på	At være på koloni er ensbetydende med lange dage, dage fyldt med energiudfoldelse, leg, boldspil, traveture, frisk luft og svømmeture	0
kolorit	Stråhatte, blomsterhatte og møllehjul : store hatte satte ekstra kolorit på den i forvejen farverige opvisning	Hun er skolens mest aktive gymnastiklærer -- også i historie, hvor hun giver sin undervisning en ekstra gang kolorit ved at lave halsbrækkende øvelser på stolen	0
kolportør	En stor del af julehæfterne blev i øvrigt solgt gennem kolportører -- direkte ved forbrugernes dør	Hvis kolportøren af omhandlede artikel har nogen skam overhovedet i livet, giver vedkommende sig til kende	0
komet	kometerne består mest af is, støv og andre stoffer, som blev til overs, da solsystemet blev dannet	Regeringens kandidat til formandsposten var en anden af centraladministrationens kometer	0
komma	Aftalen opfylder de øvrige landes krav om, at der ikke må ændres et komma i Maastricht-traktaten	Der er næsten ingen danskere mere der kan sætte komma korrekt	0
kommando	Et kommando på fem ikke-maskerede, svært bevæbnede mænd trængte ind i restauranten, som var kendt for at være Rossis hovedkvarter	Færre kommandoer i den daglige omgang med Macen er gevinsten med System 7-udvidelsen af At Ease	0
kommandobro	Skibene får skrue i hver ende, og kommandobro både for og agter	I Socialdemokratiet er der til nød plads til to på kommandobroen. Men ikke tre!	0
kommandør	Hjælpetropperne var anbragt i garnisoner under pålidelige kommandører	obersten skriver at kommandør Ibsen påtog sig ansvaret for sænkning af flådens skibe på Holmen 29/8 1943. Dette er ikke rigtigt .. Viceadmiral Vedel havde det fulde ansvar!	0
komme	Hendes hoved kommer atter frem i vinduet	Jeg kom i snak med en jævnaldrende dame	1
komme	jo mere man graver i en skandale, jo mere skidt kommer der frem. Denne sag er ingen undtagelse	Da videoerne lige kom frem i Danmark, blev de anset for at være underlødige	1
komme	Sebastian var vant til grovheder, men de værste kom altid fra kvinder	Sæt du dig ind i stuen til far, så kommer jeg om lidt	0
komme	Før hver koncert får han syet nyt kostume .. Dertil kommer, at han er skonarkoman	Han har solgt dagligvarer og arbejdet med medie-virksomhed, før han kom i rejsebranchen	0
komme 'over	hans mund stod vidtåben, men ikke en lyd kom over hans læber	de forældre, der ikke har set deres døde barn, har sværest ved at komme over det	0
komme 'ud	nummer 19 kom ud, så hun fik 350 kr. igen	Jeg er utrolig glad for det kursus. Jeg kom ud blandt andre mennesker. Jeg lærte noget	0
kommende	Blæsten vil fortsætte de kommende dage	Hillary læste jura på det traditionsrige Yale universitet. Her mødte hun sin kommende mand, Bill Clinton	0
kommentar	Statsminister Poul Schlüter havde torsdag ingen kommentarer til forhandlingssammenbruddet	Skriv til os og kom med forslag og kommentarer til bladets indhold og udseende	1
kommentere	Anker Jørgensen ønskede ikke at kommentere søndagens meningsmåling i Politiken	Det vil jeg ikke kommentere på	1
kommunikere	Jeg betragter ikke mig selv som kunstner, men som en person, der kommunikerer -- én, der laver film, som påvirker folks følelser	Dan og mig vi kunne ikke kommunikere sammen .. vi havde ikke noget at sige til hinanden	0
kompagni	Øget landbrugsproduktion forøgede befolkningstallet, handel, især med de ostindiske kompagnier, fremmedes	han sugede cola til sig på McDonalds og studerede et helt kompagni af burgerhungrende svenskere	0
kompagni	Medicinalvirksomheden H. Lundbech og kompagni ligger i Vestsjællands amt	Op gennem 90erne har kompagniet udvidet sine kunstneriske projekter til egentlige skuespil, opera, digitalt teater og special events	0
kompleks	medarbejdere, som befandt sig i tilstødende bygninger, eller i kompleksets gård, blev slynget flere meter gennem luften	jeg har altid været lidt for tyk, ikke, .. det havde jeg komplekser over	0
komposition	hun arbejder med linier og lys inden for en stram komposition i en impressionistisk teknik	han havde studeret både klaverspil og komposition hos selveste Franz Liszt i Weimar	0
komposition	Duoen .. spiller originale kompositioner, der spænder fra det lyriske til det vildt atonale	Hans ambition var at blive figurmaler og at male store kompositioner med mange personer	1
komprimere	når luft komprimeres, bliver den varm, tænk bare på cykelpumpen	Normalt kommer halmen til varmeværket i store baller. Den kan også komprimeres ned til briketter og piller	0
koncentrere	Den koncentrerede lysstråle i laserprinteren styrer præcist, hvor sværten fra toner-patronen skal farve papiret	Det er ikke et ønske fra Landsstyrets side at udviklingen skal koncentreres i fire byer	0
koncept	jeg gennemgik en overtrædelsessag, der skal i retten, og lavede koncept til skrivelse til Politimesteren i den anledning	Vort koncept er at sælge jeans i alle prislag, i mange forskellige fabrikater og i alle faconer	0
koncert	koncertens gode start havde vakt publikums appetit efter flere veltilberedte musikalske lækkerier	På den foreliggende plade har han taget tre af Vivaldis koncerter for fløjte og orkester fra opus 10 under behandling	0
koncertscene	Man har samlet nogle af Danmarks absolut hotteste navne til at spille i Billund på den store koncertscene	Egmose fra Skjern er et særdeles kendt ansigt ? ikke mindst på den vestjyske koncertscene ? hvor han har stået bag stribevis af koncerter	0
kone	der kommer en kone og gør rent hos oldemor og oldefar hver lørdag	gamle koner med læderagtige hængepatter var ved at støde yams og bananer sammen	0
konfirmere	man skal gå til præst en gang om ugen, hvis man vil konfirmeres	Beslutningen blev d. 13. dec. konfirmeret af kommunal-bestyrelsen	0
konflikt	Der er grund til at frygte en række ulovlige, fysiske blokader i kølvandet på den overenskomstmæssige konflikt, som bryder ud natten til søndag	Personen er sig ikke (eller vil ikke være sig) de aktuelle konflikter bevidst og holder derfor uacceptable følelser ude	0
konfrontation	En åben konfrontation mellem Israel og palæstinenserne er på vej	den flossede, forhærdede, tidligere revisor fik en klump i halsen under konfrontationen med så megen lidelse	0
konge	de egyptiske konger byggede pyramider, hvori de lod sig begrave	om Jesus: En konge, hvis eneste magtmiddel bestod i kærlighed og hengivenhed	1
konge	Murersvendene var at betragte som en slags byggepladsens konger. De havde murerarbejdsmænd til at udføre det tunge slæbearbejde	Den enevældige konge af rockn roll : Elvis Presley, er stadig blandt de bedst sælgende navne i populærmusikken	1
kongedømme	Franco .. forudså, at kongedømmet skulle genskabes ved hans død	Da Saul havde vundet kongedømmet over Israel, gik han i krig mod sine fjender på alle sider	0
kongehus	maleren Toulouse-Lautrec tilhørte en fornem, gammel fransk adelsslægt, der havde grene ind i kongehuse	de fleste tilegnede sig et mere eller mindre fælles sæt af værdier knyttet til kirken, fædrelandet og kongehuset	0
kongekrone	Den nye GiroBank har fået lov til at beholde kongekronen og posthornet som bomærke	indtrykket af kongekronen domineres af de utallige diamanter	0
kongelig	De kongelige er .. underlagt utroligt snævre rammer for, hvad der kan siges, for ikke at blive beskyldt for at politisere	I aftes fik vi et kongeligt måltid og blev stopmætte	0
kongenavn	I 1996 overtog kongenavnet Christian pladsen som det mest populære navn blandt nybagte drengeforældre	Ved at frasige sig kongenavnet og dermed -rollen, har Lear sat sig uden for samfundet	0
kongerække	jeg er imponeret over den kongerække af skuespillere, de har valgt : til filmen	Hvad skal vi med salmevers og kongerække? Det var noget, man lærte udenad og lirede af	0
konglomerat	det anglo-amerikanske konglomerat har ved flere lejligheder vist, at det er i stand til at tilføje virksomheder en betydeligt mere effektiv ledelsesstruktur	Under grønsandet findes et konglomerat hovedsagelig af slidte skaller af snegle og muslinger o.l.	0
kongres	En nylig undersøgelse, som er gennemført for Bolivias kongres, viser, at der produceres kokain for 3,8 milliarder dollar (25,7 milliarder kroner) om året i landet	Danmarks lærerforenings kongres genvalgte den 41-årige Martin Rømer som formand for fire år	0
konkurrence	Sild har fra gammel tid i konkurrence med torsken været den vigtigste spisefisk for folkene i Nord- og Mellemeuropa	Henrik Djernis regner med at få skrappere konkurrence, når han i februar stiller op til verdensmesterskabet i cykelcross	0
konservativ	Jytte synes, hun klær sig for damet og vil gerne have inspiration til at finde lidt mindre konservativt tøj	Frankrig havde en konservativ regering 1986-88	0
konsol	På konsollen stod en række små æsker. Der kom en duft af lavendler fra dem	selv om der talmæssigt sælges flere PCer end spillekonsoller, er det spil til konsoller som Nintendo 64 og Playstation, der er flest penge i	0
konsonant	Julie er tunghør, hun har høreapparat, hun har lidt problemer med konsonanterne	Når skrevne konsonanter ikke udtales, kaldes de for stumme	0
konstruktion	Tiden er løbet fra den konstruktion, som Markedsudvalget har	han foretrækker snarere korte hovedsætninger og relativt simple grammatiske konstruktioner	0
konstruktiv	rapporten satte fingeren på ømme punkter og anviste en række konstruktive løsninger	jeg oplevede snart hans iver efter at kaste sig ind i besværlige problemer, og så er han konstruktiv af natur, uhyre konstruktiv	0
konsultation	ambassadør Hans Grunnet var allerede på vej til Danmark, da han efter EF-udenrigsministrenes møde formelt blev kaldt hjem til konsultation	Som regel tager en konsultation to timer. Vi taler om problemerne i en halv time, og så healer jeg i resten af tiden	0
konsultation	I sygesikringens overenskomst med de praktiserende læger er det .. aftalt, at lægen så vidt muligt skal søges i konsultationen og inden for konsultationstiden	Regeringen har efter konsultation med Folketingets partier meddelt de øvrige EF-lande, at Danmark .. ønsker at holde alle muligheder åbne	0
konsument	Polygram, CBS, EMG og Virgin har etableret et samarbejde for at gøre konsumenterne opmærksomme på det nye produkt	embedsmændene er grådige konsumenter af allehånde rygter om valg og ministerrokader	0
kontakt	Vi behøver blot at trykke på en kontakt, så lyser de elektriske pærer op, eller en elektrisk varmeovn begynder at varme	Verden stod helt stille inden i mig. Som om der var slukket for en kontakt	1
kontakt	De indvandrerbørn, jeg har været i kontakt med, klarer sig vældig flot	han spændte og løsnede sit greb i den lange snor, indtil kontakten med det strømførende kabel var genoprettet	0
kontakte	Hun var en af de få, som kunne kontakte ringen, der indeholdt universets erindringer	Min fysioterapeut rådede mig til at sygemelde mig og kontakte min egen læge	0
kontingent	Et kontingent danske journalister stod samlet og ventede ved barrieren	Allerede nu er Danmark et af de lande, der, efter befolkningens størrelse, har det største militære kontingent i det tidligere Jugoslavien	0
konto	Han har 14 mål på kontoen i sæsonen 90/91	der vil også blive betalingsbåse, hvor bilister, der ikke har konto, kan betale kontant	0
kontrast	Disse rum stod i dyb kontrast til de små overfyldte lejligheder på Vesterbro, hvor han havde færdedes de sidste dage	Man kan få en stor dybde i landskabsakvarellen ved at arbejde med kontrasten mellem lys og skygge	0
kontrol	Der har længe været ført skarp kontrol med kyllinger	tropesygdommen malaria er kommet ud af kontrol	0
kontrolbesøg	oplysninger om de uanmeldte kontrolbesøg hos virksomheder, der udfører dyreforsøg, siver ud til de pågældende virksomheder inden inspektionerne	Alle resultater af urinsukkermålinger bør skrives ned og medbringes til næste kontrolbesøg hos lægen	0
kontrolpost	Orienteringsløb .. stiller krav til både hjerte og hjerne, når du med kort og kompas skal løbe efter gemte kontrolposter i naturen	Uden passérseddel til de utallige militære kontrolposter langs vejene kommer man ingen steder	0
kontroltårn	Der blev tilløb til panik i kontroltårnet. Alle løb til vinduerne og stirrede op mod himlen	det er et palæstinensisk flag og ikke et israelsk, som vajer i toppen af det forhadte kontroltårn midt i flygtningelejren i Gaza	0
konvention	Talen for damerne er en af det gamle borgerskabs dummeste konventioner. Den er til glæde for ingen og til pine for mange	landet har ratificeret FNs konvention imod tortur. Men regeringen har ikke gjort noget for at beskytte fangerne	0
kor	Et scoop for Anne Dorte var at tage Nanna Lüders med på kor. Hun har feeling og synger .. utroligt rent	tenorsaxofonisten overgår svedende sig selv i et par improviserede kor, der fremkalder entusiastiske klapsalver fra bordene	0
koral	Store kulørte fiskeflokke vælter omkring de levende koraller	Tilbehøret er tunge smykker i mønstret sølv med koraller og turkiser	0
koral	neglelak, læbestift og rouge i koral	den afsluttende koral fattedes indadvendt mediterende tyngde	0
korn	når markerne bliver mere og mere gyldne og kornets aks tungere, så siger vi, at høsten er nær	avnen, det er skallen, der ligger rundt om det lillebitte korn	0
korn	I over 200 danske lader ligger der i øjeblikket 630.000 tons korn	De fleste bjergarter indeholder små korn af jernholdige stoffer	0
korpige	den mondæne natklub Paradis Latin i Paris .. er verdensberømt for sine flotte, velskabte topløse korpiger, der er klædt på til at være klædt af	en af mine søstre var med Rolling Stones på turné som korpige	0
korps	Tyskland og Frankrig har indgået en aftale om et specielt militært korps, det såkaldte Eurokorps på 35.000 mand	Falcks redningskorps blev .. kaldt til stedet med en ambulance sammen med korpsets læge	0
korrektur	Af bind I (493 sider) foreligger 3. korrektur, og delvis 4. korrektur	Katalogerne skæmmes af for mange trykfejl, så bedre korrektur tilrådes	0
korrespondent	Hun blev korrespondent og fik arbejde som sekretær i Dansk Esso	En overgang boede han fast i Stockholm som korrespondent for et større dagblad	0
korridor	I et dansk landbrugslandskab kan kerneområderne være små moser og enge og korridorerne være grøfter og vandløb	man enedes .. om at oprette tre korridorer, der skal benyttes til nødhjælpstransporter til hovedstaden Sarajevo	0
korrigere	sagen er, at Frankrig med de nye perspektiver for et Stortyskland kan blive nødt til at korrigere sin forsvarspolitik	Nu må du korrigere mig, hvis jeg tager fejl, Pernille, men jeg tror, du har lært mig at være mere large og tolerant	0
korrodere	Vandet må ikke indeholde salte, der korroderer de materialer, kraftværket bygges af	Inden vandet er fordampet, vil jernet allerede være korroderet ganske lidt	0
korrumpere	Belgien har afsluttet kapitlet om en tid, hvor private firmaer finansierede -- og korrumperede de politiske partier	Napoleon .. blev korrumperet af sin egen magt og rolle	0
kors	Vi var skolebørn, og kors, hvor var vi nogle barnerøve!	Og så i et økologisk landbrugskollektiv, kors i røven! Hvor fik hun alle de skøre ideer fra?	1
korsang	korsang og musik fra kirken bølgede ud over byen gennem store højtalere	Svend G. Asmussen var i en årrække suverænt den bedste fortolker af danske korsange	0
kort	Da jeg samler på danske postkort, vil jeg blive meget glad, hvis nogen vil sende mig nogle kort	Hér er mit kort med nummeret på min biltelefon. Det er bare at kalde	1
kort	han har bygget en komplet 16-bit datamat med 91 integrerede kredsløb på et enkelt kort	KB Hallen er to meter for kort til at opfylde de internationale mål	0
korthed	En stemning af sommerens korthed hænger i luften	deres korthed til trods giver runeindskrifterne en række vigtige oplysninger om vikingetidens samfund	0
korthus	Noget af tiden gik vist også med at bygge korthuse på gulvet i stuen -- ikke helt populært hos farmor!	Kort efter ramlede korthuset. 1990-regnskabet endte med et minus på 2,9 mill. kr.	0
korthåret	Du skal vel ikke også til at klippes korthåret? -- Det klæder dig så godt med det lange hår	Der anvendes korthårede, og ikke for bløde, pensler	0
kortlægge	hele havet omkring Danmark skal kortlægges, så man kan se, hvor der er råstoffer, og hvor der er fredningsmæssige hensyn	Det tyske parlament har nedsat et udvalg som skal kortlægge hvad der skete i det tidligere Østtyskland	0
kortlæser	På perronen fører hun sin elektroniske billet, et såkaldt Smart Card, forbi en kortlæser og stiger ind i toget	Egentlig kunne jeg køre med bind for øjnene. For det handler nemlig om, at man skal køre nøjagtig efter kortlæserens instrukser	0
kortspil	I det dæmpede lys tog han et par slidte kortspil frem	Ægtepar først i 70erne vil gerne lære andet ægtepar at kende til hyggesnak, kortspil o.s.v.	0
kosmologi	Jeg var faktisk ateist, men interesserede mig for kosmologi og åndelig videnskab	Han arbejdede med relativitetsteori, kvantefysik og kosmologi	0
kost	Det er Frederik, jeg vil lige bede Dem om at tage en kost med til min kone	Der ydes et fast beløb i kontanthjælp. Dette beløb skal dække kost, beklædning og alle faste udgifter	0
kost	skaftet på en gulvskrubbe eller kost skal være så langt, som De er høj	mor havde ikke brug for en støvsuger. Hun brugte en kost til gulvene	1
kostbarhed	hvad hun måske manglede i smykker og i stoffernes kostbarhed fik hun igen ved sin rejsning og sin ro	Af kostbarhederne på museet må fremhæves nogle vidunderlige relieffer med mytologiske scener	0
kostplan	Med denne kostplan tabte Brian knapt 2 kg om ugen og har siden bevaret sin idealvægt	Nogle familier har indskrænket deres daglige kost til barnets livretter og ændrer deres kostplan efterhånden, som barnet skifter livretter	0
kradse	Det er en ægte, rendyrket italiensk vineddike, balsamisk blid og mild, som smager uden at rive eller kradse	Klippemalerier laves bl.a. ved at kradse fordybninger direkte ind i klippen	0
kradse	Hmmm. Madsen kradsede sig i skægget	.. tyveriet? Ordet kradsede i Ottilies øre. Pludselig var det hele så groft og ubehageligt	0
kraft	H.C. Ørsted fandt sammenhængen mellem to af naturens gådefulde kræfter, elektriciteten og magnetismen	Skibet krængede kraftigt til den ene side, så kaptajnen måtte nøjes med at sejle på halv kraft	1
kraft	Bøgetræets rødder tager dels al kraft fra hendes planter, og dels ligger de i overkanten af græsplænen, der er umulig at slå på dette sted	hun syntes, at det oversteg hendes kræfter at passe Dorit, som hun burde passes	0
kraft	Den kraft, som drejer en spole i et magnetfelt, vokser med strømstyrken	Jeg lod benet sidde, fordi det giver mere kraft og saft i kødet	1
kraftcenter	Så lykkedes det endnu en gang Tivoli at slå sit navn fast som et kraftcenter i det danske musikliv	Der kom folkeligt sus i nordismens svanevinger, og Hedtoft blev et kraftcenter i de lange forhandlinger	0
kraftfelt	Oprindelig fandt de fødesøgende ål vej gennem dyndet ved hjælp af et svagt elektrisk kraftfelt	erotikken er dynamoen, kraftfeltet bag alt det andet	0
kraftig	rosenbedet .. var fyldt med et væld af kraftige roser, der på dette sene tidspunkt frembød et helt usædvanligt orgie af røde farver	De mange børn bliver en kraftig belastning for kommunernes økonomi	1
kraftig	Solsikker trives bedst og vokser kraftigst på god muldjord	Med et digitalt videokamera og en kraftig computer kan private nu producere videofilm i høj kvalitet	0
kraftig	Dødsårsagen var kraftige slag i hovedet med et stumpt instrument	Det er meget vanskeligt at opgive normer for, hvor kraftig stråling man uden risiko kan udsætte mennesker for	1
kraftkarl	El-kædesaven er en kraftkarl med en ydeevne fra 1000-1600 watt	Han er ikke nogen kraftkarl, tror jeg. Men han er til gengæld meget klog	0
krakelere	Efterhånden er hans pæne image ved at krakelere	Slå de kogte æg let mod bordkanten, så skallerne krakelerer let	0
krater	hun vendte hjem med et krater på næsen, som efter eget udsagn skyldtes et styrt på dansegulvet og ikke på pisterne	Straks efter brød tyndtflydende floder af lava over det nyskabte kraters rand, og løb nedad i hvidtlysende kaskader	0
krav	Det står skralt til med rekruttering af nye ledertyper, der kan arbejde i takt med tidens krav	vi skal stille krav til indvandrerne om, at de skal lære dansk	0
krave	Jeg så i erindringen Sara sidde knælende .. og stryge hanen ned over den gulrøde krave, mens den så opmærksomt op på hende	De hvide kraver i broderie anglaise er populære og anvendelige både over strikblusen og over en enkel T-shirt	0
kravle	Mit mål for i år er at kravle nok et par pladser op ad resultatlisten	Jeg kravlede rundt på alle fire for ét for ét at fjerne splinterne fra det skurede egetræsgulv	0
kravlegård	Børs III skulle have været en kravlegård, hvor små ekspansive selskaber kunne boltre sig, indtil de blev modne til at spille med de store	Oliver er ved at lære at gå, men han kan sagtens klare en time i kravlegården	0
kreation	Jan Sverker er Art Director og står dermed for selve kreationen af bureauets reklamer	Erik Mortensen har gennem sin karriere klædt nogle af verdens kendteste og rigeste mennesker på i fornemme rober og kreationer	0
kreds	Musvågen svævede i store kredse i de opadgående luftstrømme fra skovbrynet	Foreningen NORDEN omfatter landsforeningen, 15 kredse (14 amtskredse og København-Frederiksberg kredsen) samt alle lokalafdelinger og ungdomsafdelinger i disse	0
kredsløb	Den 4. oktober 1957 .. sendte russerne den første kunstige satellit, Sputnik 1, i kredsløb om Jorden	en pære kan kun lyse, hvis der dannes et kredsløb	0
kridt	Yngre aflejringer fra jura og kridt består især af ler, sand og sandede kalksten	Smil er gratis stod der skrevet med kridt på en af de små menu-tavler over disken	0
kriger	På prærien i South Dakota levede Sioux-indianerne engang som stolte krigere, indtil de blev drevet sammen i reservater	Så blev døren ind til stuen flået op, og to krigere pegede direkte på far med deres geværer	0
krigsdans	Med en regulær krigsdans fejrede Søren Frederiksen sin første scoring på det danske A-landshold i fodbold	Den gamle krigsdans er et levn fra dengang, hvor tuaregkrigerne var frygtede over alt i Sahara	0
krigserklæring	en krigserklæring fra Tirana til Beograd vil uden tvivl bidrage til at destabilisere den skrøbelige magtbalance på Balkan	det var en krigserklæring mod statsministeren, da Helveg i 1988 ville vælte Firkløverregeringen, dengang han ville have flertalsregering	0
krigsmagt	betingelsen for at holde på magten var krigsmagt	Sverige havde beriget sig ved køb af jødisk guld og handler med den nazistiske krigsmagt	0
krigsråd	Rigsrådets magt svandt ind, og et nyoprettet krigsråd bestående af kongen og officerer overtog de militære og politiske beslutninger	På slottet holdt man krigsråd, da englænderne var gået i land ved Vedbæk i 1807	0
kriminalhistorie	politiet blev klar over, at de stod over for en seriemorder, som slog til med større hyppighed end nogen anden i nyere britisk kriminalhistorie	lige siden Edgar Allan Poe skrev det, der regnes for den første kriminalhistorie , Mordene i Rue Morgue, i 1841, har det været en fast genre i bogform	0
krimskrams	der var et stort opbud af spotlights, lysende lamper, ledninger og alskens teknisk krimskrams	man satte de mange tusind sider med gotisk skrift, en anakronistisk fadæse, for dette krøllede krimskrams formår jo de færreste nuomstunder at læse	0
kringle	Balthasar .. var bager og havde en forgyldt kringle hængende som skilt over sin forretning	Vi fik kaffe serveret, stærk mokka og et stykke kringle til Sigrid, der altid satte pris på det søde	0
krise	Mange af de lande, vi handlede med, var .. også ramt af krise og arbejdsløshed	han er kommet igennem sin krise ved hårdt arbejde med sig selv og med hjælp fra en healer	0
kristelig	Kristen Kold .. lavede sin højskole byggende på en national kristelig vækkelse	de fortælles at have været pligtopfyldende, loyale og kristelige mennesker	0
kriterium	Løbets storfavorit er ubetinget Ryan Runner, der også var blandt forgrundsfigurerne i selve kriteriet	kriteriet på en tungtvejende krænkelse af menneskerettighederne er ikke klart	0
kritik	Jeg vil ikke ligefrem opfordre til negativ kritik, men det er ikke specielt skønt kun at få god kritik	Det er næppe nogen hemmelighed, at Morten Korch og kritikken ikke havde det godt sammen	0
kritiker	den nemmeste måde at lukke munden på kritikere er selvsagt at forsøge at tie dem ihjel	kritikerne roste filmen for at vise western-livet på en realistisk måde	0
kritisk	Damiani .. veg ikke fra kuvøsen med den lille pige de første kritiske dage	Den frie kritiske presse er en uundværlig del af vores demokrati	0
kro	Derefter gik jeg på kro og spiste biksemad, ingen lavede den bedre, dertil en øl og en dram	kropduen oppuster sin kro i parringstiden	0
krog	betjente med bombehunde gennemgik hver en krog i hvert et kontor	Med et BritRail Pass kan De nå ud til hver en krog af Storbritannien	0
krog	Endelig var der noget på en af krogene. En gispende rødfisk med svømmeblæren stor og tyk ud af munden	Carl brød sig ikke meget om at danse, men han ville gerne .. sidde i en krog og betragte de andre	0
kroket	Skær kartoffelmosen i stykker på ca. 4x7 cm, og form dem til aflange kroketter	Engang så jeg nogen, som spillede kroket i en have i skumringen	0
krone	Når de faste udgifter var betalt, havde ægteparret godt 2000 kroner tilbage at leve for om måneden. Og det var for lidt	Når kronen bliver stærkere, bliver fremmed valuta og dermed også importvarer billigere for danskerne	1
krone	svenskernes krone er svækket og renten steget	sandsynligheden er ½ for at få plat og ½ for at få krone ved kast med en mønt	1
krone	Både det karakteristiske kronede N og den ligeledes kronede ørn fortæller, at mundglasset har tilhørt Napoleon Bonaparte	De større hestedækkener, der blev brugt efter ridning, var i staldfarverne .. med monogram og krone	0
krone	En tand kan deles i krone og rod	kronen er den synlige del	1
krone	i 1953 ændrede en folkeafstemning i Danmark grundloven, så Danmarks krone ligesom Hollands og Storbritanniens kunne arves af en kvinde	det firkantede tårn .. krones af et kuplet spir	0
kronjuvel	Kongehuset er kronjuvelen i den danske historie	Rosenborg Slot rummer malerier og kunstgenstande samt de danske kronregalier og kronjuveler	0
kronprins	uddannelsesordfører Frank Jensen avancerer til politisk ordfører og oplagt kronprins til engang at efterfølge Mogens Lykketoft	Der er grænser for, hvad Frederik kan tillade sig, specielt fordi han er kronprins, mener dronning Margrethe	0
krop	skarpretter Seistrup fejlede og måtte hugge tre gange for at skille hovedet fra kroppen	Mester Johan Jacob Ulfsberg fra Sverige fremstillede i 1813 denne smukke kaffekande i sølv med en glat cylinderformet krop samt en lågknop og en sidehank af træ	0
krukke	Der blev drukket 48 flasker rom og 2 krukker lokalt øl som drik-offer	Det færdige syltetøj hældes straks i de rengjorte glas eller krukker	0
krumme	begge typer : mel er også gode til brød, som får porøs krumme og sprød skorpe	Johanne .. fiskede de sidste krummer op fra kagefadet med en våd pegefinger	1
krumspring	hun kan .. berette om fantastiske krumspring for at undgå at komme til at betale både hustru- og børnebidrag	hunden lavede de særeste, komiske krumspring, og det så faktisk ud til, at den gjorde det for at more Dorit	0
kryb	Ivan og Peter er jordens fejeste kryb, snerrede jeg	Du er dog det mest slimede kryb, som findes	1
krybbe	Nogle unger skulle puttes ude i deres krybbe, andre indendøre i soveposer, og atter andre skulle slet ikke sove	hun : Jomfru Maria fødte sin søn, den førstefødte, og svøbte ham og lagde ham i en krybbe, for der var ikke plads til dem i herberget	0
krybe	Trafikken kryber af sted på de glatte, brolagte gader	I parken .. krøb dagens første solstråler skråt over det dugvåde græs	1
krybe	vi fandt et lille, leret plateau, hvor vi kunne slå de fem telte op og krybe langt ned i soveposerne	Hele tiden demonstrerer han sin magt, og tvinger dem til at tigge og krybe for ham	0
krydder	Afgangsfløjten skal lyde klokken 8:07 -- men minsandten om ikke hans store krydder af et ur viser 8:04 -- og fløjten lyder!	Duften af de friske kryddere og rundstykker står ud af de hvide papirsposer, da de sejler hen over disken	0
kryds	Sæt venligst kryds for kvalitet, farve og størrelse samt -- ved bestilling af undertøj -- kryds for dreng eller pige	Han svingede til venstre i et lysreguleret kryds	0
kryds	badedragten til 289 kr. har flot kryds på ryggen	Kjolen var skåret, så corsagen dannede et kryds fortil	1
krydse	At krydse Ladegårdsåen var at krydse et verdenshav	Den purunge, dødsmarte pige .. så vurderende på Dorte, som uvilkårligt krydsede armene over brystet	0
krydsfelt	Puddo Varano er en ny dansk duo med udgangspunkt i det kreative krydsfelt mellem techno og rock, også kaldet big beat	Fra stikkene fører et kabel ned i kælderen hvor kablerne fra cirka 30 lejligheder mødes i et krydsfelt	0
krydsning	Det er almindeligt anerkendt at forsøge at forædle afgrødeplanter ved krydsning med vilde planter	cyklistulykker sker ofte ved venstresving, ved krydsning af gader og veje	0
krydsning	hunden var en krydsning mellem en sort puddel og en ruhåret terrier	Jeg havde arbejdet ved baneafdelingen i flere år, så jeg var kendt med sporskifter og krydsninger	0
krykhusar	Sportens folk syntes, at politikerne var en samling krykhusarer og ufølsomme overfor organisationernes krav	amerikaneren må føres frem i en rullestol som en anden krykhusar og tager smertestillende medicin efter operationen i knæet	0
